rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11
"Kadete, Elechi M.","Lim, Christopher","Rojas Villareal, Jose Luis",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Weinstain, Rachel","Bowman, Mannika L.","Allen, Ruth Ryan","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Weinstain, Rachel","Bowman, Mannika L.","Fantini, Alfred B.","Rojas Villareal, Jose Luis","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Mannika L.","Weinstain, Rachel","Weinstein, David J.","Fantini, Alfred B.","Dexter, Emily R.","Allen, Ruth Ryan",skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Lim, Christopher","Weinstain, Rachel",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kadete, Elechi M.","Lim, Christopher","Bowman, Mannika L.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Weinstain, Rachel","Lim, Christopher","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Weinstain, Rachel","Allen, Ruth Ryan","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Weinstain, Rachel","Wilson, Ayesha",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Bowman, Mannika L.","Kadete, Elechi M.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Wilson, Ayesha","Dexter, Emily R.","Rojas Villareal, Jose Luis","Weinstain, Rachel","Fantini, Alfred B.","Allen, Ruth Ryan",skipped,skipped,skipped,skipped,skipped
"Bowman, Mannika L.","Weinstein, David J.","Kadete, Elechi M.","Rojas Villareal, Jose Luis","Fantini, Alfred B.","Dawson, Bernette J.",skipped,skipped,skipped,skipped,skipped
"Dawson, Bernette J.","Bowman, Mannika L.","Dexter, Emily R.","Fantini, Alfred B.","Kadete, Elechi M.","Lim, Christopher","Rojas Villareal, Jose Luis","Weinstein, David J.","Weinstain, Rachel","Wilson, Ayesha","Allen, Ruth Ryan"
"Kadete, Elechi M.","Allen, Ruth Ryan","Bowman, Mannika L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Dawson, Bernette J.","Bowman, Mannika L.","Weinstain, Rachel","Wilson, Ayesha","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped
"Lim, Christopher","Weinstain, Rachel",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Mannika L.","Dexter, Emily R.","Fantini, Alfred B.","Weinstain, Rachel","Lim, Christopher",skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Dexter, Emily R.","Weinstein, David J.","Allen, Ruth Ryan","Weinstain, Rachel","Bowman, Mannika L.",skipped,skipped,skipped,skipped,skipped
"Wilson, Ayesha","Dexter, Emily R.","Weinstain, Rachel","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Mannika L.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Wilson, Ayesha","Bowman, Mannika L.","Lim, Christopher","Dawson, Bernette J.","Weinstain, Rachel",skipped,skipped,skipped,skipped,skipped,skipped
"Weinstein, David J.","Wilson, Ayesha","Bowman, Mannika L.","Dawson, Bernette J.","Dexter, Emily R.","Rojas Villareal, Jose Luis","Weinstain, Rachel","Allen, Ruth Ryan",skipped,skipped,skipped
"Rojas Villareal, Jose Luis",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Wilson, Ayesha","Kadete, Elechi M.","Dawson, Bernette J.","Bowman, Mannika L.","Rojas Villareal, Jose Luis",skipped,skipped,skipped,skipped,skipped,skipped
"Lim, Christopher","Rojas Villareal, Jose Luis","Kadete, Elechi M.","Wilson, Ayesha","Weinstein, David J.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Dawson, Bernette J.","Weinstein, David J.","Wilson, Ayesha","Weinstain, Rachel",skipped,skipped,skipped,skipped,skipped,skipped
"Wilson, Ayesha","Weinstain, Rachel","Dexter, Emily R.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Mannika L.","Dawson, Bernette J.","Wilson, Ayesha","Allen, Ruth Ryan","Weinstain, Rachel",skipped,skipped,skipped,skipped,skipped,skipped
"Dawson, Bernette J.","Dexter, Emily R.","Wilson, Ayesha","Weinstain, Rachel",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Rojas Villareal, Jose Luis",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Rojas Villareal, Jose Luis","Weinstein, David J.","Weinstain, Rachel","Wilson, Ayesha",skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Mannika L.","Dexter, Emily R.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Bowman, Mannika L.","Weinstain, Rachel","Wilson, Ayesha","Kadete, Elechi M.","Rojas Villareal, Jose Luis","Dawson, Bernette J.",skipped,skipped,skipped,skipped
"Wilson, Ayesha","Weinstain, Rachel","Dexter, Emily R.","Dawson, Bernette J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Weinstein, David J.","Allen, Ruth Ryan",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Mannika L.","Dawson, Bernette J.","Allen, Ruth Ryan","Wilson, Ayesha","Kadete, Elechi M.","Lim, Christopher","Rojas Villareal, Jose Luis","Weinstein, David J.","Weinstain, Rachel",skipped,skipped
"Dexter, Emily R.","Fantini, Alfred B.","Bowman, Mannika L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kadete, Elechi M.","Rojas Villareal, Jose Luis",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Mannika L.","Weinstain, Rachel","Weinstein, David J.","Dexter, Emily R.","Lim, Christopher","Rojas Villareal, Jose Luis",skipped,skipped,skipped,skipped,skipped
"Allen, Ruth Ryan","Dexter, Emily R.","Kadete, Elechi M.","Rojas Villareal, Jose Luis","Weinstain, Rachel","Wilson, Ayesha","Lim, Christopher","Weinstein, David J.","Bowman, Mannika L.","Dawson, Bernette J.","Fantini, Alfred B."
skipped,"Lim, Christopher","Weinstain, Rachel","Rojas Villareal, Jose Luis",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Allen, Ruth Ryan","Wilson, Ayesha","Rojas Villareal, Jose Luis","Weinstein, David J.","Bowman, Mannika L.","Dexter, Emily R.","Fantini, Alfred B.","Lim, Christopher",skipped,skipped,skipped
"Rojas Villareal, Jose Luis",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Weinstein, David J.","Rojas Villareal, Jose Luis","Dawson, Bernette J.","Allen, Ruth Ryan","Lim, Christopher","Kadete, Elechi M.","Dexter, Emily R.","Wilson, Ayesha","Bowman, Mannika L.","Weinstain, Rachel",skipped
"Lim, Christopher","Fantini, Alfred B.","Dexter, Emily R.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Dawson, Bernette J.","Weinstain, Rachel",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kadete, Elechi M.","Dawson, Bernette J.","Wilson, Ayesha","Rojas Villareal, Jose Luis","Dexter, Emily R.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped
"Rojas Villareal, Jose Luis","Wilson, Ayesha","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Mannika L.","Dexter, Emily R.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Lim, Christopher","Wilson, Ayesha","Fantini, Alfred B.","Kadete, Elechi M.","Dexter, Emily R.","Rojas Villareal, Jose Luis",skipped,skipped,skipped,skipped,skipped
"Weinstein, David J.","Wilson, Ayesha",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Weinstain, Rachel",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Wilson, Ayesha","Rojas Villareal, Jose Luis","Kadete, Elechi M.","Allen, Ruth Ryan","Bowman, Mannika L.",skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Mannika L.","Allen, Ruth Ryan",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Mannika L.","Dawson, Bernette J.","Wilson, Ayesha","Rojas Villareal, Jose Luis","Kadete, Elechi M.","Weinstain, Rachel","Lim, Christopher",skipped,skipped,skipped,skipped
"Weinstain, Rachel","Dexter, Emily R.","Wilson, Ayesha","Rojas Villareal, Jose Luis","Kadete, Elechi M.","Dawson, Bernette J.","Bowman, Mannika L.",skipped,skipped,skipped,skipped
"Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Allen, Ruth Ryan","Dexter, Emily R.","Wilson, Ayesha",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Allen, Ruth Ryan","Wilson, Ayesha","Bowman, Mannika L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Rojas Villareal, Jose Luis",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Dexter, Emily R.","Weinstain, Rachel","Lim, Christopher","Bowman, Mannika L.",skipped,skipped,skipped,skipped,skipped,skipped
"Rojas Villareal, Jose Luis","Dexter, Emily R.","Kadete, Elechi M.","Lim, Christopher","Weinstein, David J.","Wilson, Ayesha",skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Wilson, Ayesha","Bowman, Mannika L.","Dawson, Bernette J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Rojas Villareal, Jose Luis","Wilson, Ayesha","Kadete, Elechi M.","Weinstain, Rachel",skipped,skipped,skipped,skipped,skipped,skipped
"Wilson, Ayesha","Rojas Villareal, Jose Luis","Weinstain, Rachel","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Dawson, Bernette J.","Allen, Ruth Ryan","Weinstein, David J.","Wilson, Ayesha",skipped,skipped,skipped,skipped,skipped,skipped
"Weinstain, Rachel","Bowman, Mannika L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Wilson, Ayesha","Weinstain, Rachel",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dawson, Bernette J.","Wilson, Ayesha","Lim, Christopher","Fantini, Alfred B.","Dexter, Emily R.","Bowman, Mannika L.",skipped,skipped,skipped,skipped,skipped
"Weinstain, Rachel","Wilson, Ayesha","Weinstein, David J.","Allen, Ruth Ryan","Bowman, Mannika L.","Fantini, Alfred B.","Dexter, Emily R.","Dawson, Bernette J.","Kadete, Elechi M.","Lim, Christopher","Rojas Villareal, Jose Luis"
"Dexter, Emily R.","Dawson, Bernette J.","Weinstain, Rachel","Kadete, Elechi M.","Rojas Villareal, Jose Luis","Weinstein, David J.","Bowman, Mannika L.",skipped,skipped,skipped,skipped
"Dexter, Emily R.","Bowman, Mannika L.","Fantini, Alfred B.","Weinstein, David J.","Rojas Villareal, Jose Luis","Dawson, Bernette J.",skipped,skipped,skipped,skipped,skipped
"Rojas Villareal, Jose Luis","Kadete, Elechi M.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dawson, Bernette J.","Dexter, Emily R.","Fantini, Alfred B.","Wilson, Ayesha","Lim, Christopher","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped
"Weinstain, Rachel","Bowman, Mannika L.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Wilson, Ayesha",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Dexter, Emily R.","Rojas Villareal, Jose Luis","Weinstain, Rachel",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Weinstain, Rachel",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Mannika L.","Kadete, Elechi M.","Wilson, Ayesha","Rojas Villareal, Jose Luis",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Dexter, Emily R.","Wilson, Ayesha",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Mannika L.","Weinstain, Rachel","Wilson, Ayesha",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dawson, Bernette J.","Bowman, Mannika L.","Rojas Villareal, Jose Luis","Weinstein, David J.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Mannika L.","Dexter, Emily R.","Fantini, Alfred B.","Weinstain, Rachel","Kadete, Elechi M.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped
"Dawson, Bernette J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Allen, Ruth Ryan",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Wilson, Ayesha","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Fantini, Alfred B.","Bowman, Mannika L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Mannika L.","Weinstain, Rachel","Dexter, Emily R.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Mannika L.","Kadete, Elechi M.","Wilson, Ayesha","Dexter, Emily R.","Weinstain, Rachel","Rojas Villareal, Jose Luis","Allen, Ruth Ryan",skipped,skipped,skipped,skipped
"Bowman, Mannika L.","Wilson, Ayesha",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Mannika L.","Dexter, Emily R.","Fantini, Alfred B.","Weinstein, David J.","Rojas Villareal, Jose Luis","Lim, Christopher","Weinstain, Rachel","Allen, Ruth Ryan",skipped,skipped,skipped
"Dexter, Emily R.","Wilson, Ayesha","Kadete, Elechi M.","Weinstein, David J.","Rojas Villareal, Jose Luis",skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Rojas Villareal, Jose Luis","Weinstein, David J.","Fantini, Alfred B.","Bowman, Mannika L.",skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kadete, Elechi M.","Rojas Villareal, Jose Luis","Wilson, Ayesha","Dawson, Bernette J.","Allen, Ruth Ryan","Dexter, Emily R.","Weinstein, David J.",skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Allen, Ruth Ryan","Kadete, Elechi M.","Wilson, Ayesha","Dawson, Bernette J.","Lim, Christopher","Bowman, Mannika L.","Rojas Villareal, Jose Luis","Weinstein, David J.","Weinstain, Rachel","Dexter, Emily R."
"Bowman, Mannika L.","Dawson, Bernette J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Wilson, Ayesha","Dawson, Bernette J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Weinstein, David J.","Rojas Villareal, Jose Luis","Wilson, Ayesha","Bowman, Mannika L.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Weinstain, Rachel","Rojas Villareal, Jose Luis","Weinstein, David J.","Lim, Christopher","Bowman, Mannika L.","Kadete, Elechi M.","Fantini, Alfred B.",skipped,skipped,skipped
"Dawson, Bernette J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Rojas Villareal, Jose Luis","Kadete, Elechi M.","Wilson, Ayesha","Weinstein, David J.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped
"Rojas Villareal, Jose Luis","Allen, Ruth Ryan",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Mannika L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dawson, Bernette J.","Weinstein, David J.","Weinstain, Rachel","Dexter, Emily R.","Wilson, Ayesha","Fantini, Alfred B.","Kadete, Elechi M.","Lim, Christopher","Rojas Villareal, Jose Luis","Bowman, Mannika L.","Allen, Ruth Ryan"
"Bowman, Mannika L.","Dexter, Emily R.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Mannika L.","Dexter, Emily R.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Weinstein, David J.","Kadete, Elechi M.","Rojas Villareal, Jose Luis","Wilson, Ayesha",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Mannika L.","Dexter, Emily R.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Wilson, Ayesha","Bowman, Mannika L.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Wilson, Ayesha","Weinstain, Rachel","Weinstein, David J.","Allen, Ruth Ryan","Lim, Christopher",skipped,skipped,skipped,skipped,skipped
"Wilson, Ayesha","Allen, Ruth Ryan",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Allen, Ruth Ryan",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Weinstain, Rachel",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Mannika L.","Wilson, Ayesha","Weinstain, Rachel","Kadete, Elechi M.","Dawson, Bernette J.","Dexter, Emily R.","Rojas Villareal, Jose Luis","Allen, Ruth Ryan","Weinstein, David J.","Lim, Christopher","Fantini, Alfred B."
"Bowman, Mannika L.","Dexter, Emily R.","Weinstain, Rachel","Dawson, Bernette J.","Wilson, Ayesha","Kadete, Elechi M.","Fantini, Alfred B.","Rojas Villareal, Jose Luis",skipped,skipped,skipped
"Dawson, Bernette J.","Bowman, Mannika L.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Wilson, Ayesha","Bowman, Mannika L.","Dawson, Bernette J.","Kadete, Elechi M.","Lim, Christopher","Rojas Villareal, Jose Luis",skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Allen, Ruth Ryan","Lim, Christopher",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Wilson, Ayesha","Rojas Villareal, Jose Luis","Weinstain, Rachel","Dawson, Bernette J.","Lim, Christopher","Weinstein, David J.","Kadete, Elechi M.",skipped,skipped,skipped,skipped
"Weinstain, Rachel","Dexter, Emily R.","Bowman, Mannika L.","Kadete, Elechi M.","Dawson, Bernette J.","Rojas Villareal, Jose Luis","Fantini, Alfred B.","Weinstein, David J.","Wilson, Ayesha","Allen, Ruth Ryan",skipped
"Bowman, Mannika L.","Dexter, Emily R.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Rojas Villareal, Jose Luis","Dawson, Bernette J.","Dexter, Emily R.","Lim, Christopher","Weinstein, David J.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Allen, Ruth Ryan","Wilson, Ayesha","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Mannika L.","Fantini, Alfred B.","Dexter, Emily R.","Dawson, Bernette J.","Wilson, Ayesha","Weinstain, Rachel","Weinstein, David J.",skipped,skipped,skipped,skipped
"Weinstain, Rachel","Dawson, Bernette J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Weinstain, Rachel","Bowman, Mannika L.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Weinstein, David J.",Write-In 1,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
Write-In 1,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Lim, Christopher","Bowman, Mannika L.","Wilson, Ayesha","Rojas Villareal, Jose Luis","Dawson, Bernette J.",skipped,skipped,skipped,skipped,skipped,skipped
