precincts,tally_type,ballotID,rank1,rank2,rank3
25-111,Regular Poll Ballots,000287713,Carolyn Merrival,Al Rose,skipped
25-111,Regular Poll Ballots,000287714,Carolyn Merrival,Al Rose,Joyce McDonald
25-111,Regular Poll Ballots,000287715,Al Rose,skipped,skipped
25-111,Regular Poll Ballots,000287716,Joyce McDonald,Carolyn Merrival,Al Rose
25-111,Regular Poll Ballots,000287717,Joyce McDonald,Al Rose,Carolyn Merrival
25-111,Regular Poll Ballots,000287718,Al Rose,skipped,skipped
25-111,Regular Poll Ballots,000287719,Joyce McDonald,Carolyn Merrival,Al Rose
25-111,Regular Poll Ballots,000287720,Joyce McDonald,skipped,skipped
25-111,Regular Poll Ballots,000287721,Joyce McDonald,Al Rose,skipped
25-111,Regular Poll Ballots,000287722,Joyce McDonald,skipped,skipped
25-111,Regular Poll Ballots,000287723,Joyce McDonald,skipped,skipped
25-111,Regular Poll Ballots,000287724,Al Rose,Carolyn Merrival,skipped
25-111,Regular Poll Ballots,000287725,Joyce McDonald,skipped,skipped
25-111,Regular Poll Ballots,000287726,Al Rose,Carolyn Merrival,Carolyn Merrival
25-111,Regular Poll Ballots,000287727,Al Rose,skipped,skipped
25-111,Regular Poll Ballots,000287728,skipped,skipped,skipped
25-111,Regular Poll Ballots,000287729,Joyce McDonald,skipped,skipped
25-111,Regular Poll Ballots,000287730,Joyce McDonald,Al Rose,Carolyn Merrival
25-111,Regular Poll Ballots,000287731,Joyce McDonald,Carolyn Merrival,Al Rose
25-111,Regular Poll Ballots,000287732,Al Rose,skipped,skipped
25-111,Regular Poll Ballots,000287733,Joyce McDonald,Al Rose,Carolyn Merrival
25-111,Regular Poll Ballots,000287734,Al Rose,skipped,Joyce McDonald
25-111,Regular Poll Ballots,000287735,Joyce McDonald,skipped,skipped
25-111,Regular Poll Ballots,000287736,Joyce McDonald,skipped,skipped
25-111,Regular Poll Ballots,000287737,Joyce McDonald,skipped,skipped
25-111,Regular Poll Ballots,000287738,Joyce McDonald,Al Rose,skipped
25-111,Regular Poll Ballots,000287739,Joyce McDonald,Al Rose,Carolyn Merrival
25-111,Regular Poll Ballots,000287740,Joyce McDonald,Al Rose,Carolyn Merrival
25-111,Regular Poll Ballots,000287741,Joyce McDonald,Al Rose,Carolyn Merrival
25-111,Regular Poll Ballots,000287742,Joyce McDonald,skipped,skipped
25-111,Regular Poll Ballots,000287743,Al Rose,Carolyn Merrival,Joyce McDonald
25-111,Regular Poll Ballots,000287744,Joyce McDonald,Al Rose,Carolyn Merrival
25-111,Regular Poll Ballots,000287745,Joyce McDonald,Al Rose,Carolyn Merrival
25-111,Regular Poll Ballots,000287746,Joyce McDonald,Carolyn Merrival,skipped
25-111,Regular Poll Ballots,000287747,skipped,skipped,skipped
25-111,Regular Poll Ballots,000287748,Joyce McDonald,skipped,skipped
25-111,Regular Poll Ballots,000287749,Joyce McDonald,Al Rose,Carolyn Merrival
25-111,Regular Poll Ballots,000287750,Joyce McDonald,Al Rose,Carolyn Merrival
25-111,Regular Poll Ballots,000287751,skipped,skipped,skipped
25-111,Regular Poll Ballots,000287752,Joyce McDonald,Carolyn Merrival,Al Rose
25-111,Regular Poll Ballots,000287753,Joyce McDonald,Al Rose,Carolyn Merrival
25-111,Regular Poll Ballots,000287754,Al Rose,Joyce McDonald,Carolyn Merrival
25-111,Regular Poll Ballots,000287755,Joyce McDonald,Carolyn Merrival,Al Rose
25-111,Regular Poll Ballots,000287756,Joyce McDonald,Carolyn Merrival,Al Rose
25-111,Regular Poll Ballots,000287757,Al Rose,Carolyn Merrival,Joyce McDonald
25-111,Regular Poll Ballots,000287758,Joyce McDonald,Carolyn Merrival,Al Rose
25-111,Regular Poll Ballots,000287759,Al Rose,Carolyn Merrival,skipped
25-111,Regular Poll Ballots,000287760,Joyce McDonald,skipped,skipped
25-111,Regular Poll Ballots,000287761,Joyce McDonald,Joyce McDonald,Joyce McDonald
25-111,Regular Poll Ballots,000287762,Al Rose,Joyce McDonald,Carolyn Merrival
25-111,Regular Poll Ballots,000287763,Joyce McDonald,skipped,skipped
25-111,Regular Poll Ballots,000287764,Al Rose,Carolyn Merrival,Joyce McDonald
25-111,Regular Poll Ballots,000287765,Joyce McDonald,skipped,skipped
25-111,Regular Poll Ballots,000287766,Joyce McDonald,Carolyn Merrival,skipped
25-111,Regular Poll Ballots,000287767,Carolyn Merrival,Al Rose,skipped
25-111,Regular Poll Ballots,000287768,Al Rose,Joyce McDonald,skipped
25-111,Regular Poll Ballots,000287769,Joyce McDonald,skipped,skipped
25-111,Regular Poll Ballots,000287770,Joyce McDonald,Al Rose,skipped
25-111,Regular Poll Ballots,000287771,Joyce McDonald,Carolyn Merrival,Al Rose
25-111,Regular Poll Ballots,000287772,Joyce McDonald,skipped,skipped
25-111,Regular Poll Ballots,000287773,Al Rose,Carolyn Merrival,skipped
25-111,Regular Poll Ballots,000287774,Al Rose,skipped,skipped
25-111,Regular Poll Ballots,000287775,Joyce McDonald,Al Rose,skipped
25-111,Regular Poll Ballots,000287776,Joyce McDonald,Al Rose,Carolyn Merrival
25-111,Regular Poll Ballots,000287777,Joyce McDonald,Al Rose,skipped
25-111,Regular Poll Ballots,000287778,skipped,skipped,skipped
25-111,Regular Poll Ballots,000287779,Joyce McDonald,skipped,skipped
25-111,Regular Poll Ballots,000287780,Al Rose,Carolyn Merrival,Joyce McDonald
25-111,Regular Poll Ballots,000287781,Joyce McDonald,Joyce McDonald,Joyce McDonald
25-111,Regular Poll Ballots,000287782,Joyce McDonald,Carolyn Merrival,Al Rose
25-111,Regular Poll Ballots,000287783,Joyce McDonald,Carolyn Merrival,Al Rose
25-111,Regular Poll Ballots,000287784,skipped,skipped,skipped
25-111,Regular Poll Ballots,000287785,Joyce McDonald,Joyce McDonald,Joyce McDonald
25-111,Regular Poll Ballots,000287786,Carolyn Merrival,skipped,skipped
25-111,Regular Poll Ballots,000287787,Joyce McDonald,Al Rose,Carolyn Merrival
25-111,Regular Poll Ballots,000287788,Carolyn Merrival,Al Rose,Joyce McDonald
25-111,Regular Poll Ballots,000287789,Joyce McDonald,Carolyn Merrival,Al Rose
25-111,Regular Poll Ballots,000287790,Joyce McDonald,Al Rose,Carolyn Merrival
25-111,Regular Poll Ballots,000287791,Joyce McDonald,Carolyn Merrival,Al Rose
25-111,Regular Poll Ballots,000287792,Carolyn Merrival,Joyce McDonald,Al Rose
25-111,Regular Poll Ballots,000287793,Al Rose,Carolyn Merrival,Joyce McDonald
25-111,Regular Poll Ballots,000287794,Joyce McDonald,Al Rose,Carolyn Merrival
25-111,Regular Poll Ballots,000287795,Joyce McDonald,Al Rose,skipped
25-111,Regular Poll Ballots,000287796,Joyce McDonald,skipped,skipped
25-111,Regular Poll Ballots,000287797,Joyce McDonald,skipped,skipped
25-111,Regular Poll Ballots,000287798,skipped,skipped,skipped
25-111,Regular Poll Ballots,000287799,Joyce McDonald,skipped,skipped
25-111,Regular Poll Ballots,000287800,Joyce McDonald,Joyce McDonald,Joyce McDonald
25-111,Regular Poll Ballots,000287801,Joyce McDonald,skipped,skipped
25-111,Regular Poll Ballots,000287802,Joyce McDonald,Joyce McDonald,Joyce McDonald
25-111,Regular Poll Ballots,000287803,Al Rose,Carolyn Merrival,Joyce McDonald
25-111,Regular Poll Ballots,000287804,skipped,skipped,skipped
25-111,Regular Poll Ballots,000287805,Joyce McDonald,Al Rose,Carolyn Merrival
25-111,Regular Poll Ballots,000287806,Al Rose,Carolyn Merrival,skipped
25-111,Regular Poll Ballots,000287807,Joyce McDonald,skipped,skipped
25-111,Regular Poll Ballots,000287808,Joyce McDonald,skipped,skipped
25-111,Regular Poll Ballots,000287809,Carolyn Merrival,skipped,skipped
25-111,Regular Poll Ballots,000287810,Carolyn Merrival,skipped,skipped
25-111,Regular Poll Ballots,000287811,Carolyn Merrival,Al Rose,Joyce McDonald
25-111,Regular Poll Ballots,000287812,Joyce McDonald,Al Rose,Carolyn Merrival
25-111,Regular Poll Ballots,000287813,Joyce McDonald,skipped,skipped
25-111,Regular Poll Ballots,000287814,Joyce McDonald,Carolyn Merrival,Al Rose
25-111,Regular Poll Ballots,000287815,Joyce McDonald,skipped,skipped
25-111,Regular Poll Ballots,000287816,Joyce McDonald,skipped,skipped
25-111,Regular Poll Ballots,000287817,skipped,skipped,skipped
25-111,Regular Poll Ballots,000287818,Al Rose,Carolyn Merrival,Joyce McDonald
25-111,Regular Poll Ballots,000287819,Joyce McDonald,Al Rose,Carolyn Merrival
25-111,Regular Poll Ballots,000287820,Joyce McDonald,Al Rose,Carolyn Merrival
25-111,Regular Poll Ballots,000287821,Joyce McDonald,Carolyn Merrival,Al Rose
25-111,Regular Poll Ballots,000287822,Joyce McDonald,Al Rose,Carolyn Merrival
25-111,Regular Poll Ballots,000287823,skipped,skipped,skipped
25-111,Regular Poll Ballots,000287824,Joyce McDonald,Al Rose,Carolyn Merrival
25-111,Regular Poll Ballots,000287825,Joyce McDonald,skipped,skipped
25-111,Regular Poll Ballots,000287826,Joyce McDonald,skipped,skipped
25-111,Regular Poll Ballots,000287827,Joyce McDonald,Carolyn Merrival,Al Rose
25-111,Regular Poll Ballots,000287828,Joyce McDonald,skipped,skipped
25-111,Regular Poll Ballots,000287829,Joyce McDonald,skipped,skipped
25-111,Regular Poll Ballots,000287830,Joyce McDonald,Carolyn Merrival,Al Rose
25-111,Regular Poll Ballots,000287831,Al Rose,skipped,skipped
25-111,Regular Poll Ballots,000287832,Al Rose,skipped,skipped
25-111,Regular Poll Ballots,000287833,Al Rose,Carolyn Merrival,Joyce McDonald
25-111,Regular Poll Ballots,000287834,Carolyn Merrival,Joyce McDonald,Al Rose
25-111,Regular Poll Ballots,000287835,Joyce McDonald,Al Rose,Carolyn Merrival
25-111,Regular Poll Ballots,000287836,Joyce McDonald,skipped,skipped
25-111,Regular Poll Ballots,000287837,Al Rose,Carolyn Merrival,Joyce McDonald
25-111,Regular Poll Ballots,000287838,Joyce McDonald,skipped,skipped
25-111,Regular Poll Ballots,000287839,skipped,skipped,skipped
25-111,Regular Poll Ballots,000287840,skipped,skipped,skipped
25-111,Regular Poll Ballots,000287841,Al Rose,Carolyn Merrival,Joyce McDonald
25-111,Regular Poll Ballots,000287842,Joyce McDonald,writein,writein
25-111,Regular Poll Ballots,000287843,Joyce McDonald,skipped,skipped
25-111,Regular Poll Ballots,000287844,Joyce McDonald,skipped,skipped
25-111,Regular Poll Ballots,000287845,Joyce McDonald,skipped,skipped
25-111,Regular Poll Ballots,000287846,Joyce McDonald,Al Rose,Carolyn Merrival
25-111,Regular Poll Ballots,000287847,Carolyn Merrival,Al Rose,Joyce McDonald
25-111,Regular Poll Ballots,000287848,Joyce McDonald,skipped,skipped
25-111,Regular Poll Ballots,000287849,Carolyn Merrival,Al Rose,Joyce McDonald
25-111,Regular Poll Ballots,000287850,Joyce McDonald,Al Rose,Carolyn Merrival
25-111,Regular Poll Ballots,000287851,Joyce McDonald,skipped,skipped
25-111,Regular Poll Ballots,000287852,Joyce McDonald,skipped,skipped
25-111,Regular Poll Ballots,000287853,Joyce McDonald,skipped,skipped
25-111,Regular Poll Ballots,000287854,Al Rose,Carolyn Merrival,Joyce McDonald
25-111,Regular Poll Ballots,000287855,Joyce McDonald,Carolyn Merrival,Al Rose
25-111,Regular Poll Ballots,000287856,Joyce McDonald,skipped,skipped
25-111,Regular Poll Ballots,000287857,Al Rose,Carolyn Merrival,Joyce McDonald
25-111,Regular Poll Ballots,000287858,Al Rose,Carolyn Merrival,Joyce McDonald
25-111,Regular Poll Ballots,000287859,Joyce McDonald,Al Rose,Carolyn Merrival
25-111,Regular Poll Ballots,000287860,Carolyn Merrival,Al Rose,Joyce McDonald
25-111,Regular Poll Ballots,000287861,Al Rose,Carolyn Merrival,writein
25-111,Regular Poll Ballots,000287862,Joyce McDonald,Al Rose,Carolyn Merrival
25-111,Regular Poll Ballots,000287863,Joyce McDonald,Carolyn Merrival,Al Rose
25-111,Regular Poll Ballots,000287864,Al Rose,Joyce McDonald,Carolyn Merrival
25-111,Regular Poll Ballots,000287865,Carolyn Merrival,Al Rose,Joyce McDonald
25-111,Regular Poll Ballots,000287866,Al Rose,Carolyn Merrival,skipped
25-111,Regular Poll Ballots,000287867,Carolyn Merrival,Al Rose,skipped
25-111,Regular Poll Ballots,000287868,Al Rose,Carolyn Merrival,skipped
25-111,Regular Poll Ballots,000287869,Al Rose,Carolyn Merrival,skipped
25-111,Regular Poll Ballots,000287870,skipped,skipped,skipped
25-111,Regular Poll Ballots,000287871,Joyce McDonald,skipped,skipped
25-111,Regular Poll Ballots,000287872,Carolyn Merrival,Carolyn Merrival,Carolyn Merrival
25-111,Regular Poll Ballots,000287873,Joyce McDonald,Joyce McDonald,Joyce McDonald
25-111,Regular Poll Ballots,000287874,Al Rose,Carolyn Merrival,Joyce McDonald
25-111,Regular Poll Ballots,000287875,Joyce McDonald,skipped,skipped
25-111,Regular Poll Ballots,000287876,Joyce McDonald,skipped,skipped
25-111,Regular Poll Ballots,000287877,Carolyn Merrival,Al Rose,Joyce McDonald
25-111,Regular Poll Ballots,000287878,Joyce McDonald,skipped,skipped
25-111,Regular Poll Ballots,000287879,Joyce McDonald,skipped,skipped
25-111,Regular Poll Ballots,000287880,Al Rose,Joyce McDonald,Carolyn Merrival
25-111,Regular Poll Ballots,000287881,Joyce McDonald,Al Rose,Carolyn Merrival
25-111,Regular Poll Ballots,000287882,Joyce McDonald,Carolyn Merrival,Al Rose
25-111,Regular Poll Ballots,000287883,Al Rose,Carolyn Merrival,Joyce McDonald
25-111,Regular Poll Ballots,000287884,writein,Carolyn Merrival,Al Rose
25-111,Regular Poll Ballots,000287885,Joyce McDonald,skipped,skipped
25-111,Regular Poll Ballots,000287886,Carolyn Merrival,Al Rose,Joyce McDonald
25-111,Regular Poll Ballots,000287887,Joyce McDonald,Carolyn Merrival,Al Rose
25-111,Regular Poll Ballots,000287888,Carolyn Merrival,Joyce McDonald,Al Rose
25-111,Regular Poll Ballots,000287889,Al Rose,Carolyn Merrival,skipped
25-111,Regular Poll Ballots,000287890,Joyce McDonald,skipped,skipped
25-111,Regular Poll Ballots,000287891,Joyce McDonald,Al Rose,Carolyn Merrival
25-111,Regular Poll Ballots,000287892,Joyce McDonald,Al Rose,Carolyn Merrival
25-111,Regular Poll Ballots,000287893,Al Rose,Joyce McDonald,skipped
25-111,Regular Poll Ballots,000287894,Al Rose,Carolyn Merrival,Joyce McDonald
25-111,Regular Poll Ballots,000287895,Al Rose,Carolyn Merrival,skipped
25-111,Regular Poll Ballots,000287896,Carolyn Merrival,Al Rose,Joyce McDonald
25-111,Regular Poll Ballots,000287897,skipped,skipped,skipped
25-111,Regular Poll Ballots,000287898,Joyce McDonald,Al Rose,Carolyn Merrival
25-111,Regular Poll Ballots,000287899,Joyce McDonald,skipped,skipped
25-111,Regular Poll Ballots,000287900,Joyce McDonald,skipped,skipped
25-111,Regular Poll Ballots,000287901,skipped,skipped,skipped
25-111,Regular Poll Ballots,000287902,Al Rose,Carolyn Merrival,skipped
25-111,Regular Poll Ballots,000287903,skipped,skipped,skipped
25-111,Regular Poll Ballots,000287904,skipped,skipped,skipped
25-111,Regular Poll Ballots,000287905,skipped,skipped,skipped
25-111,Regular Poll Ballots,000287906,skipped,skipped,skipped
25-111,Regular Poll Ballots,000287907,skipped,skipped,skipped
25-111,Regular Poll Ballots,000287908,skipped,skipped,skipped
25-111,Regular Poll Ballots,000287909,skipped,skipped,skipped
25-111,Regular Poll Ballots,000287910,skipped,skipped,skipped
25-112,Regular Poll Ballots,000287911,Joyce McDonald,skipped,skipped
25-112,Regular Poll Ballots,000287912,Al Rose,Carolyn Merrival,skipped
25-112,Regular Poll Ballots,000287913,Joyce McDonald,Carolyn Merrival,Al Rose
25-112,Regular Poll Ballots,000287914,Joyce McDonald,Al Rose,Carolyn Merrival
25-112,Regular Poll Ballots,000287915,Carolyn Merrival,Al Rose,skipped
25-112,Regular Poll Ballots,000287916,Carolyn Merrival,Al Rose,Joyce McDonald
25-112,Regular Poll Ballots,000287917,Al Rose,Joyce McDonald,Carolyn Merrival
25-112,Regular Poll Ballots,000287918,Carolyn Merrival,Al Rose,skipped
25-112,Regular Poll Ballots,000287919,skipped,skipped,skipped
25-112,Regular Poll Ballots,000287920,Joyce McDonald,skipped,skipped
25-112,Regular Poll Ballots,000287921,Joyce McDonald,Joyce McDonald,Joyce McDonald
25-112,Regular Poll Ballots,000287922,Carolyn Merrival,Al Rose,Joyce McDonald
25-112,Regular Poll Ballots,000287923,Joyce McDonald,skipped,skipped
25-112,Regular Poll Ballots,000287924,Carolyn Merrival,skipped,skipped
25-112,Regular Poll Ballots,000287925,Joyce McDonald,Al Rose,Carolyn Merrival
25-112,Regular Poll Ballots,000287926,Joyce McDonald,skipped,skipped
25-112,Regular Poll Ballots,000287927,Joyce McDonald,Carolyn Merrival,Al Rose
25-112,Regular Poll Ballots,000287928,Carolyn Merrival,Joyce McDonald,Al Rose
25-112,Regular Poll Ballots,000287929,Joyce McDonald,skipped,skipped
25-112,Regular Poll Ballots,000287930,Joyce McDonald,skipped,skipped
25-112,Regular Poll Ballots,000287931,Carolyn Merrival,Al Rose,Joyce McDonald
25-112,Regular Poll Ballots,000287932,Joyce McDonald,skipped,skipped
25-112,Regular Poll Ballots,000287933,Joyce McDonald,skipped,skipped
25-112,Regular Poll Ballots,000287934,Joyce McDonald,Al Rose,Carolyn Merrival
25-112,Regular Poll Ballots,000287935,Joyce McDonald,Carolyn Merrival,Al Rose
25-112,Regular Poll Ballots,000287936,Joyce McDonald,skipped,skipped
25-112,Regular Poll Ballots,000287937,Joyce McDonald,Carolyn Merrival,Al Rose
25-112,Regular Poll Ballots,000287938,Joyce McDonald,skipped,skipped
25-112,Regular Poll Ballots,000287939,Al Rose,Carolyn Merrival,skipped
25-112,Regular Poll Ballots,000287940,Joyce McDonald,Al Rose,Carolyn Merrival
25-112,Regular Poll Ballots,000287941,Joyce McDonald,skipped,skipped
25-112,Regular Poll Ballots,000287942,Joyce McDonald,skipped,skipped
25-112,Regular Poll Ballots,000287943,skipped,skipped,skipped
25-112,Regular Poll Ballots,000287944,Joyce McDonald,Carolyn Merrival,Al Rose
25-112,Regular Poll Ballots,000287945,Carolyn Merrival,skipped,skipped
25-112,Regular Poll Ballots,000287946,Joyce McDonald,Carolyn Merrival,Al Rose
25-112,Regular Poll Ballots,000287947,Joyce McDonald,Joyce McDonald,Joyce McDonald
25-112,Regular Poll Ballots,000287948,Joyce McDonald,skipped,skipped
25-112,Regular Poll Ballots,000287949,Joyce McDonald,skipped,skipped
25-112,Regular Poll Ballots,000287950,Carolyn Merrival,Al Rose,Joyce McDonald
25-112,Regular Poll Ballots,000287951,Joyce McDonald,skipped,skipped
25-112,Regular Poll Ballots,000287952,skipped,skipped,skipped
25-112,Regular Poll Ballots,000287953,Joyce McDonald,Al Rose,Carolyn Merrival
25-112,Regular Poll Ballots,000287954,Joyce McDonald,skipped,skipped
25-112,Regular Poll Ballots,000287955,Joyce McDonald,skipped,skipped
25-112,Regular Poll Ballots,000287956,Joyce McDonald,skipped,skipped
25-112,Regular Poll Ballots,000287957,Al Rose,Carolyn Merrival,skipped
25-112,Regular Poll Ballots,000287958,Joyce McDonald,Al Rose,Carolyn Merrival
25-112,Regular Poll Ballots,000287959,Joyce McDonald,skipped,skipped
25-112,Regular Poll Ballots,000287960,Joyce McDonald,skipped,skipped
25-112,Regular Poll Ballots,000287961,Joyce McDonald,skipped,skipped
25-112,Regular Poll Ballots,000287962,Joyce McDonald,Carolyn Merrival,Al Rose
25-112,Regular Poll Ballots,000287963,Al Rose,Carolyn Merrival,Joyce McDonald
25-112,Regular Poll Ballots,000287964,Al Rose,Carolyn Merrival,Joyce McDonald
25-112,Regular Poll Ballots,000287965,Joyce McDonald,skipped,skipped
25-112,Regular Poll Ballots,000287966,Joyce McDonald,Carolyn Merrival,Al Rose
25-112,Regular Poll Ballots,000287967,Joyce McDonald,skipped,skipped
25-112,Regular Poll Ballots,000287968,Carolyn Merrival,Al Rose,skipped
25-112,Regular Poll Ballots,000287969,Carolyn Merrival,Joyce McDonald,Al Rose
25-112,Regular Poll Ballots,000287970,Al Rose,Carolyn Merrival,Joyce McDonald
25-112,Regular Poll Ballots,000287971,Al Rose,skipped,skipped
25-112,Regular Poll Ballots,000287972,Joyce McDonald,skipped,skipped
25-112,Regular Poll Ballots,000287973,Al Rose,skipped,skipped
