BallotType,BatchId,CountingGroup,CvrNumber,ImprintedId,PrecinctPortion,RecordId,TabulatorNum,rank1,rank2,rank3,rank4,rank5
8 (8),134,Vote by Mail,3923,1009-134-140,262000 (0057),140,1009,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,NICK PILCH,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO
8 (8),134,Vote by Mail,3924,1009-134-105,262000 (0057),105,1009,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,NICK PILCH,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO
8 (8),134,Vote by Mail,3925,1009-134-40,262000 (0057),40,1009,JOHN ANTHONY MIKI,NICK PILCH,ROBIN D  LOPEZ,skipped,skipped
8 (8),134,Vote by Mail,3926,1009-134-651,262000 (0057),651,1009,JENNIFER HANSEN ROMERO,skipped,skipped,skipped,skipped
8 (8),134,Vote by Mail,3927,1009-134-562,262000 (0057),562,1009,JOHN ANTHONY MIKI,skipped,skipped,skipped,skipped
8 (8),134,Vote by Mail,3928,1009-134-426,262000 (0057),426,1009,NICK PILCH,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,skipped,skipped
8 (8),134,Vote by Mail,3929,1009-134-335,262000 (0057),335,1009,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,NICK PILCH,JEREMIAH GARRETT PINGUELO
8 (8),134,Vote by Mail,3930,1009-134-265,262000 (0057),265,1009,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,NICK PILCH,JEREMIAH GARRETT PINGUELO,skipped
8 (8),134,Vote by Mail,3931,1009-134-165,262000 (0057),165,1009,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,NICK PILCH,JENNIFER HANSEN ROMERO,skipped
8 (8),134,Vote by Mail,3932,1009-134-115,262000 (0057),115,1009,JENNIFER HANSEN ROMERO,ROBIN D  LOPEZ,skipped,skipped,skipped
8 (8),134,Vote by Mail,3933,1009-134-65,262000 (0057),65,1009,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,ROBIN D  LOPEZ,NICK PILCH,JEREMIAH GARRETT PINGUELO
8 (8),134,Vote by Mail,3934,1009-134-35,262000 (0057),35,1009,JOHN ANTHONY MIKI,skipped,skipped,skipped,skipped
8 (8),134,Vote by Mail,3935,1009-134-636,262000 (0057),636,1009,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,NICK PILCH,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO
8 (8),134,Vote by Mail,3936,1009-134-631,262000 (0057),631,1009,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,NICK PILCH,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO
8 (8),134,Vote by Mail,3937,1009-134-522,262000 (0057),522,1009,NICK PILCH,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,skipped
8 (8),134,Vote by Mail,3938,1009-134-406,262000 (0057),406,1009,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO,NICK PILCH
8 (8),134,Vote by Mail,3940,1009-134-305,262000 (0057),305,1009,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,NICK PILCH,skipped,skipped
8 (8),134,Vote by Mail,3941,1009-134-245,262000 (0057),245,1009,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,JEREMIAH GARRETT PINGUELO,skipped,NICK PILCH
8 (8),134,Vote by Mail,3942,1009-134-170,262000 (0057),170,1009,NICK PILCH,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO
8 (8),134,Vote by Mail,3943,1009-134-95,262000 (0057),95,1009,JOHN ANTHONY MIKI,NICK PILCH,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO
8 (8),134,Vote by Mail,3944,1009-134-50,262000 (0057),50,1009,JENNIFER HANSEN ROMERO,skipped,skipped,skipped,skipped
8 (8),134,Vote by Mail,3945,1009-134-597,262000 (0057),597,1009,JENNIFER HANSEN ROMERO,NICK PILCH,ROBIN D  LOPEZ,skipped,skipped
8 (8),134,Vote by Mail,3946,1009-134-592,262000 (0057),592,1009,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,NICK PILCH,ROBIN D  LOPEZ,skipped
8 (8),134,Vote by Mail,3947,1009-134-491,262000 (0057),491,1009,NICK PILCH,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO,skipped
8 (8),134,Vote by Mail,3948,1009-134-325,262000 (0057),325,1009,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,skipped,skipped,skipped
8 (8),134,Vote by Mail,3949,1009-134-320,262000 (0057),320,1009,JOHN ANTHONY MIKI,NICK PILCH,ROBIN D  LOPEZ,skipped,skipped
8 (8),134,Vote by Mail,3950,1009-134-255,262000 (0057),255,1009,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,NICK PILCH,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO
8 (8),134,Vote by Mail,3951,1009-134-45,262000 (0057),45,1009,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,NICK PILCH,skipped
8 (8),134,Vote by Mail,3952,1009-134-621,262000 (0057),621,1009,JOHN ANTHONY MIKI,NICK PILCH,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,skipped
8 (8),134,Vote by Mail,3953,1009-134-616,262000 (0057),616,1009,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,NICK PILCH,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO
8 (8),134,Vote by Mail,3954,1009-134-611,262000 (0057),611,1009,NICK PILCH,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO
8 (8),134,Vote by Mail,3955,1009-134-607,262000 (0057),607,1009,JENNIFER HANSEN ROMERO,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,NICK PILCH,skipped
8 (8),134,Vote by Mail,3956,1009-134-572,262000 (0057),572,1009,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,NICK PILCH
8 (8),134,Vote by Mail,3957,1009-134-567,262000 (0057),567,1009,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,NICK PILCH,skipped,skipped
8 (8),134,Vote by Mail,3958,1009-134-486,262000 (0057),486,1009,NICK PILCH,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,skipped
8 (8),134,Vote by Mail,3959,1009-134-481,262000 (0057),481,1009,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,NICK PILCH,ROBIN D  LOPEZ,skipped
8 (8),134,Vote by Mail,3960,1009-134-385,262000 (0057),385,1009,NICK PILCH,JEREMIAH GARRETT PINGUELO,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI
8 (8),134,Vote by Mail,3961,1009-134-85,262000 (0057),85,1009,NICK PILCH,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,ROBIN D  LOPEZ,skipped
8 (8),134,Vote by Mail,3962,1009-134-756,262000 (0057),756,1009,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO,JOHN ANTHONY MIKI,NICK PILCH,JENNIFER HANSEN ROMERO
8 (8),134,Vote by Mail,3963,1009-134-751,262000 (0057),751,1009,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,NICK PILCH,JENNIFER HANSEN ROMERO,skipped
8 (8),134,Vote by Mail,3964,1009-134-746,262000 (0057),746,1009,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,NICK PILCH,skipped,skipped
8 (8),134,Vote by Mail,3965,1009-134-587,262000 (0057),587,1009,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,NICK PILCH,skipped,skipped
8 (8),134,Vote by Mail,3966,1009-134-506,262000 (0057),506,1009,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,NICK PILCH,JEREMIAH GARRETT PINGUELO
8 (8),134,Vote by Mail,3967,1009-134-370,262000 (0057),370,1009,overvote,skipped,skipped,skipped,skipped
8 (8),134,Vote by Mail,3968,1009-134-280,262000 (0057),280,1009,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,overvote,skipped,skipped
8 (8),134,Vote by Mail,3969,1009-134-120,262000 (0057),120,1009,NICK PILCH,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,skipped,skipped
8 (8),134,Vote by Mail,3970,1009-134-80,262000 (0057),80,1009,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,NICK PILCH
8 (8),134,Vote by Mail,3971,1009-134-686,262000 (0057),686,1009,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,NICK PILCH,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO
8 (8),134,Vote by Mail,3972,1009-134-681,262000 (0057),681,1009,JOHN ANTHONY MIKI,NICK PILCH,ROBIN D  LOPEZ,skipped,skipped
8 (8),134,Vote by Mail,3973,1009-134-532,262000 (0057),532,1009,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,NICK PILCH,skipped,skipped
8 (8),134,Vote by Mail,3974,1009-134-527,262000 (0057),527,1009,NICK PILCH,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO
8 (8),134,Vote by Mail,3975,1009-134-411,262000 (0057),411,1009,JEREMIAH GARRETT PINGUELO,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,NICK PILCH
8 (8),134,Vote by Mail,3976,1009-134-300,262000 (0057),300,1009,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO,JOHN ANTHONY MIKI,NICK PILCH
8 (8),134,Vote by Mail,3977,1009-134-235,262000 (0057),235,1009,NICK PILCH,JENNIFER HANSEN ROMERO,skipped,skipped,skipped
8 (8),134,Vote by Mail,3978,1009-134-150,262000 (0057),150,1009,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,NICK PILCH,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO
8 (8),134,Vote by Mail,3979,1009-134-110,262000 (0057),110,1009,NICK PILCH,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO
8 (8),134,Vote by Mail,3980,1009-134-691,262000 (0057),691,1009,overvote,skipped,skipped,skipped,skipped
8 (8),134,Vote by Mail,3981,1009-134-557,262000 (0057),557,1009,JOHN ANTHONY MIKI,NICK PILCH,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO
8 (8),134,Vote by Mail,3982,1009-134-552,262000 (0057),552,1009,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,NICK PILCH,skipped,skipped
8 (8),134,Vote by Mail,3983,1009-134-421,262000 (0057),421,1009,JOHN ANTHONY MIKI,NICK PILCH,JENNIFER HANSEN ROMERO,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO
8 (8),134,Vote by Mail,3984,1009-134-416,262000 (0057),416,1009,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,NICK PILCH,JEREMIAH GARRETT PINGUELO,skipped
8 (8),134,Vote by Mail,3985,1009-134-315,262000 (0057),315,1009,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO,NICK PILCH
8 (8),134,Vote by Mail,3986,1009-134-240,262000 (0057),240,1009,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,skipped,skipped,skipped
8 (8),134,Vote by Mail,3987,1009-134-130,262000 (0057),130,1009,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO,JOHN ANTHONY MIKI,NICK PILCH
8 (8),134,Vote by Mail,3988,1009-134-661,262000 (0057),661,1009,NICK PILCH,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO
8 (8),134,Vote by Mail,3989,1009-134-656,262000 (0057),656,1009,NICK PILCH,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,skipped
8 (8),134,Vote by Mail,3990,1009-134-516,262000 (0057),516,1009,JOHN ANTHONY MIKI,NICK PILCH,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,skipped
8 (8),134,Vote by Mail,3991,1009-134-511,262000 (0057),511,1009,JOHN ANTHONY MIKI,NICK PILCH,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,skipped
8 (8),134,Vote by Mail,3992,1009-134-365,262000 (0057),365,1009,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,NICK PILCH,JEREMIAH GARRETT PINGUELO
8 (8),134,Vote by Mail,3993,1009-134-360,262000 (0057),360,1009,NICK PILCH,JEREMIAH GARRETT PINGUELO,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO
8 (8),134,Vote by Mail,3994,1009-134-285,262000 (0057),285,1009,NICK PILCH,JENNIFER HANSEN ROMERO,ROBIN D  LOPEZ,skipped,skipped
8 (8),134,Vote by Mail,3995,1009-134-200,262000 (0057),200,1009,NICK PILCH,JENNIFER HANSEN ROMERO,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,JEREMIAH GARRETT PINGUELO
8 (8),134,Vote by Mail,4000,1009-134-215,262000 (0057),215,1009,overvote,skipped,skipped,skipped,skipped
8 (8),134,Vote by Mail,4001,1009-134-160,262000 (0057),160,1009,JEREMIAH GARRETT PINGUELO,NICK PILCH,Write in,JOHN ANTHONY MIKI,ROBIN D  LOPEZ
8 (8),153,Vote by Mail,4005,1009-153-525,261300 (0056),525,1009,JOHN ANTHONY MIKI,NICK PILCH,skipped,skipped,skipped
8 (8),153,Vote by Mail,4006,1009-153-522,261300 (0056),522,1009,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,NICK PILCH,JEREMIAH GARRETT PINGUELO,JEREMIAH GARRETT PINGUELO
8 (8),153,Vote by Mail,4007,1009-153-395,261300 (0056),395,1009,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,NICK PILCH,JEREMIAH GARRETT PINGUELO
8 (8),153,Vote by Mail,4008,1009-153-193,261300 (0056),193,1009,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO,NICK PILCH,ROBIN D  LOPEZ
8 (8),153,Vote by Mail,4009,1009-153-110,261300 (0056),110,1009,JOHN ANTHONY MIKI,overvote,ROBIN D  LOPEZ,skipped,skipped
8 (8),153,Vote by Mail,4010,1009-153-69,261300 (0056),69,1009,NICK PILCH,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,skipped
8 (8),153,Vote by Mail,4011,1009-153-4,261300 (0056),4,1009,JENNIFER HANSEN ROMERO,skipped,skipped,skipped,skipped
8 (8),153,Vote by Mail,4012,1009-153-554,261300 (0056),554,1009,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,NICK PILCH,ROBIN D  LOPEZ,skipped
8 (8),153,Vote by Mail,4013,1009-153-428,261300 (0056),428,1009,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO,NICK PILCH,JOHN ANTHONY MIKI
8 (8),153,Vote by Mail,4014,1009-153-424,261300 (0056),424,1009,NICK PILCH,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO,ROBIN D  LOPEZ
8 (8),153,Vote by Mail,4015,1009-153-328,261300 (0056),328,1009,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO,JOHN ANTHONY MIKI,NICK PILCH,ROBIN D  LOPEZ
8 (8),153,Vote by Mail,4016,1009-153-274,261300 (0056),274,1009,JENNIFER HANSEN ROMERO,JENNIFER HANSEN ROMERO,JENNIFER HANSEN ROMERO,JENNIFER HANSEN ROMERO,JENNIFER HANSEN ROMERO
8 (8),153,Vote by Mail,4017,1009-153-188,261300 (0056),188,1009,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,NICK PILCH,JEREMIAH GARRETT PINGUELO,skipped
8 (8),153,Vote by Mail,4018,1009-153-148,261300 (0056),148,1009,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,skipped,skipped
8 (8),153,Vote by Mail,4019,1009-153-31,261300 (0056),31,1009,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,NICK PILCH,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO
8 (8),153,Vote by Mail,4020,1009-153-1,261300 (0056),1,1009,NICK PILCH,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO
8 (8),153,Vote by Mail,4021,1009-153-598,261300 (0056),598,1009,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,NICK PILCH,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO
8 (8),153,Vote by Mail,4022,1009-153-594,261300 (0056),594,1009,NICK PILCH,JENNIFER HANSEN ROMERO,ROBIN D  LOPEZ,skipped,skipped
8 (8),153,Vote by Mail,4023,1009-153-585,261300 (0056),585,1009,NICK PILCH,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,ROBIN D  LOPEZ,skipped
8 (8),153,Vote by Mail,4024,1009-153-469,261300 (0056),469,1009,JEREMIAH GARRETT PINGUELO,NICK PILCH,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,skipped
8 (8),153,Vote by Mail,4025,1009-153-464,261300 (0056),464,1009,ROBIN D  LOPEZ,NICK PILCH,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,JEREMIAH GARRETT PINGUELO
8 (8),153,Vote by Mail,4026,1009-153-458,261300 (0056),458,1009,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,NICK PILCH,skipped,skipped
8 (8),153,Vote by Mail,4027,1009-153-349,261300 (0056),349,1009,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,NICK PILCH,skipped,skipped
8 (8),153,Vote by Mail,4028,1009-153-344,261300 (0056),344,1009,JOHN ANTHONY MIKI,NICK PILCH,ROBIN D  LOPEZ,skipped,skipped
8 (8),153,Vote by Mail,4029,1009-153-279,261300 (0056),279,1009,JENNIFER HANSEN ROMERO,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO,NICK PILCH,JOHN ANTHONY MIKI
8 (8),153,Vote by Mail,4030,1009-153-183,261300 (0056),183,1009,JOHN ANTHONY MIKI,skipped,skipped,skipped,skipped
8 (8),153,Vote by Mail,4031,1009-153-133,261300 (0056),133,1009,JOHN ANTHONY MIKI,NICK PILCH,ROBIN D  LOPEZ,skipped,skipped
8 (8),153,Vote by Mail,4032,1009-153-100,261300 (0056),100,1009,JOHN ANTHONY MIKI,NICK PILCH,skipped,skipped,skipped
8 (8),153,Vote by Mail,4033,1009-153-43,261300 (0056),43,1009,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,NICK PILCH,skipped,skipped
8 (8),153,Vote by Mail,4034,1009-153-18,261300 (0056),18,1009,JENNIFER HANSEN ROMERO,NICK PILCH,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO
8 (8),153,Vote by Mail,4035,1009-153-484,261300 (0056),484,1009,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,NICK PILCH,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO
8 (8),153,Vote by Mail,4036,1009-153-294,261300 (0056),294,1009,JENNIFER HANSEN ROMERO,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO,JOHN ANTHONY MIKI,NICK PILCH
8 (8),153,Vote by Mail,4037,1009-153-234,261300 (0056),234,1009,JENNIFER HANSEN ROMERO,NICK PILCH,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO
8 (8),153,Vote by Mail,4038,1009-153-66,261300 (0056),66,1009,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,NICK PILCH,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO
8 (8),153,Vote by Mail,4039,1009-153-11,261300 (0056),11,1009,JENNIFER HANSEN ROMERO,skipped,skipped,skipped,skipped
8 (8),153,Vote by Mail,4040,1009-153-530,261300 (0056),530,1009,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,NICK PILCH,skipped,skipped
8 (8),153,Vote by Mail,4041,1009-153-412,261300 (0056),412,1009,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,NICK PILCH,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO
8 (8),153,Vote by Mail,4042,1009-153-410,261300 (0056),410,1009,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,NICK PILCH,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO
8 (8),153,Vote by Mail,4043,1009-153-334,261300 (0056),334,1009,JENNIFER HANSEN ROMERO,NICK PILCH,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,JEREMIAH GARRETT PINGUELO
8 (8),153,Vote by Mail,4044,1009-153-269,261300 (0056),269,1009,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,overvote,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO
8 (8),153,Vote by Mail,4045,1009-153-210,261300 (0056),210,1009,JOHN ANTHONY MIKI,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO,NICK PILCH,ROBIN D  LOPEZ
8 (8),153,Vote by Mail,4046,1009-153-34,261300 (0056),34,1009,JEREMIAH GARRETT PINGUELO,NICK PILCH,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,ROBIN D  LOPEZ
8 (8),153,Vote by Mail,4047,1009-153-12,261300 (0056),12,1009,JOHN ANTHONY MIKI,NICK PILCH,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO,ROBIN D  LOPEZ
8 (8),153,Vote by Mail,4048,1009-153-571,261300 (0056),571,1009,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO,skipped,skipped,skipped
8 (8),153,Vote by Mail,4049,1009-153-564,261300 (0056),564,1009,JOHN ANTHONY MIKI,NICK PILCH,JENNIFER HANSEN ROMERO,skipped,skipped
8 (8),153,Vote by Mail,4050,1009-153-452,261300 (0056),452,1009,NICK PILCH,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,skipped,skipped
8 (8),153,Vote by Mail,4051,1009-153-447,261300 (0056),447,1009,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,NICK PILCH,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO
8 (8),153,Vote by Mail,4052,1009-153-443,261300 (0056),443,1009,JOHN ANTHONY MIKI,NICK PILCH,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,skipped
8 (8),153,Vote by Mail,4053,1009-153-339,261300 (0056),339,1009,NICK PILCH,JOHN ANTHONY MIKI,skipped,skipped,skipped
8 (8),153,Vote by Mail,4054,1009-153-259,261300 (0056),259,1009,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,NICK PILCH,JEREMIAH GARRETT PINGUELO
8 (8),153,Vote by Mail,4055,1009-153-153,261300 (0056),153,1009,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,NICK PILCH,JEREMIAH GARRETT PINGUELO,ROBIN D  LOPEZ
8 (8),153,Vote by Mail,4056,1009-153-114,261300 (0056),114,1009,JOHN ANTHONY MIKI,JEREMIAH GARRETT PINGUELO,NICK PILCH,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO
8 (8),153,Vote by Mail,4057,1009-153-51,261300 (0056),51,1009,ROBIN D  LOPEZ,NICK PILCH,JEREMIAH GARRETT PINGUELO,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO
8 (8),153,Vote by Mail,4058,1009-153-27,261300 (0056),27,1009,JOHN ANTHONY MIKI,NICK PILCH,skipped,skipped,skipped
8 (8),153,Vote by Mail,4059,1009-153-509,261300 (0056),509,1009,NICK PILCH,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,skipped,skipped
8 (8),153,Vote by Mail,4060,1009-153-390,261300 (0056),390,1009,JENNIFER HANSEN ROMERO,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,NICK PILCH,JEREMIAH GARRETT PINGUELO
8 (8),153,Vote by Mail,4061,1009-153-385,261300 (0056),385,1009,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,skipped,skipped,skipped
8 (8),153,Vote by Mail,4062,1009-153-299,261300 (0056),299,1009,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO,NICK PILCH,skipped
8 (8),153,Vote by Mail,4063,1009-153-224,261300 (0056),224,1009,NICK PILCH,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO
8 (8),153,Vote by Mail,4064,1009-153-143,261300 (0056),143,1009,ROBIN D  LOPEZ,NICK PILCH,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO
8 (8),153,Vote by Mail,4065,1009-153-39,261300 (0056),39,1009,JEREMIAH GARRETT PINGUELO,NICK PILCH,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,skipped
8 (8),153,Vote by Mail,4066,1009-153-499,261300 (0056),499,1009,JENNIFER HANSEN ROMERO,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,NICK PILCH,skipped
8 (8),153,Vote by Mail,4067,1009-153-363,261300 (0056),363,1009,JENNIFER HANSEN ROMERO,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,JEREMIAH GARRETT PINGUELO,NICK PILCH
8 (8),153,Vote by Mail,4068,1009-153-359,261300 (0056),359,1009,NICK PILCH,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,skipped,skipped
8 (8),153,Vote by Mail,4069,1009-153-229,261300 (0056),229,1009,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,NICK PILCH,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO
8 (8),153,Vote by Mail,4070,1009-153-49,261300 (0056),49,1009,NICK PILCH,skipped,skipped,skipped,skipped
8 (8),153,Vote by Mail,4071,1009-153-536,261300 (0056),536,1009,ROBIN D  LOPEZ,skipped,skipped,skipped,skipped
8 (8),153,Vote by Mail,4072,1009-153-417,261300 (0056),417,1009,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,NICK PILCH,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO
8 (8),153,Vote by Mail,4073,1009-153-319,261300 (0056),319,1009,JENNIFER HANSEN ROMERO,skipped,skipped,skipped,skipped
8 (8),153,Vote by Mail,4074,1009-153-249,261300 (0056),249,1009,NICK PILCH,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO
