Cast Vote Record,Precinct,Ballot Style,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11
4816,Portland 4-1,Ballot Style 4,"Chann, Marpheen S.","DiMillo, Steven A.","Grant, Benjamin K.",undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
4817,Portland 4-1,Ballot Style 4,"DiMillo, Steven A.",undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
4818,Portland 4-1,Ballot Style 4,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.","Grant, Benjamin K.","Emerson, Anthony M.","Chann, Marpheen S.",undervote,undervote,undervote,undervote,undervote
4819,Portland 4-1,Ballot Style 4,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.",undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
4820,Portland 4-1,Ballot Style 4,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Emerson, Anthony M.",undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
4821,Portland 4-1,Ballot Style 4,"Houseal, Ian P.","DiMillo, Steven A.","Bailey, William M.","Chann, Marpheen S.","Condrey, Lawson T.","Grant, Benjamin K.","Buxton, Catherine A.","Washburn, Patricia J.","Emerson, Anthony M.","Sheikh-Yousef, Nasreen A.",undervote
4822,Portland 4-1,Ballot Style 4,overvote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
4823,Portland 4-1,Ballot Style 4,"DiMillo, Steven A.",undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
4824,Portland 4-1,Ballot Style 4,"Chann, Marpheen S.","DiMillo, Steven A.","Buxton, Catherine A.","Grant, Benjamin K.","Houseal, Ian P.",undervote,undervote,undervote,undervote,undervote,undervote
4825,Portland 4-1,Ballot Style 4,"Emerson, Anthony M.","Chann, Marpheen S.","Grant, Benjamin K.",undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
4826,Portland 4-1,Ballot Style 4,"DiMillo, Steven A.","Bailey, William M.","Chann, Marpheen S.","Houseal, Ian P.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
4827,Portland 4-1,Ballot Style 4,"Chann, Marpheen S.",undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
4828,Portland 4-1,Ballot Style 4,"Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Emerson, Anthony M.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
4829,Portland 4-1,Ballot Style 4,"DiMillo, Steven A.","Grant, Benjamin K.","Bailey, William M.","Chann, Marpheen S.","Houseal, Ian P.","Buxton, Catherine A.","Rovelto, Hope R.","Sheikh-Yousef, Nasreen A.","Condrey, Lawson T.","Emerson, Anthony M.","Washburn, Patricia J."
4830,Portland 4-1,Ballot Style 4,"Bailey, William M.","DiMillo, Steven A.","Sheikh-Yousef, Nasreen A.","Rovelto, Hope R.","Houseal, Ian P.","Grant, Benjamin K.","Washburn, Patricia J.","Emerson, Anthony M.","Condrey, Lawson T.","Buxton, Catherine A.","Chann, Marpheen S."
4831,Portland 4-1,Ballot Style 4,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Condrey, Lawson T.","Emerson, Anthony M.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
4832,Portland 4-1,Ballot Style 4,"DiMillo, Steven A.","Chann, Marpheen S.","Bailey, William M.","Houseal, Ian P.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
4833,Portland 4-1,Ballot Style 4,"Sheikh-Yousef, Nasreen A.",undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
4834,Portland 4-1,Ballot Style 4,"DiMillo, Steven A.","Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Grant, Benjamin K.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
4835,Portland 4-1,Ballot Style 4,"Grant, Benjamin K.","Washburn, Patricia J.","Chann, Marpheen S.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.",undervote,undervote,undervote,undervote,undervote,undervote
4836,Portland 4-1,Ballot Style 4,"Condrey, Lawson T.","Buxton, Catherine A.",undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
4837,Portland 4-1,Ballot Style 4,"Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.",undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
4838,Portland 4-1,Ballot Style 4,"Bailey, William M.","Buxton, Catherine A.","DiMillo, Steven A.","Emerson, Anthony M.","Grant, Benjamin K.","Washburn, Patricia J.",undervote,undervote,undervote,undervote,undervote
4839,Portland 4-1,Ballot Style 4,"DiMillo, Steven A.",undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
4840,Portland 4-1,Ballot Style 4,"Washburn, Patricia J.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
4841,Portland 4-1,Ballot Style 4,"Grant, Benjamin K.","Chann, Marpheen S.","Buxton, Catherine A.","Condrey, Lawson T.","Washburn, Patricia J.","Emerson, Anthony M.",undervote,undervote,undervote,undervote,undervote
4842,Portland 4-1,Ballot Style 4,"Emerson, Anthony M.","Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Houseal, Ian P.","Condrey, Lawson T.","Buxton, Catherine A.","Grant, Benjamin K.","Bailey, William M.","DiMillo, Steven A.",undervote
4843,Portland 4-1,Ballot Style 4,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Condrey, Lawson T.","Grant, Benjamin K.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
4844,Portland 4-1,Ballot Style 4,"Chann, Marpheen S.","Houseal, Ian P.","DiMillo, Steven A.","Bailey, William M.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
4845,Portland 4-1,Ballot Style 4,"Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Washburn, Patricia J.","Emerson, Anthony M.","Grant, Benjamin K.","Buxton, Catherine A.","Condrey, Lawson T.",undervote,undervote,undervote,undervote
4846,Portland 4-1,Ballot Style 4,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Chann, Marpheen S.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
4847,Portland 4-1,Ballot Style 4,"DiMillo, Steven A.","Bailey, William M.",undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
4848,Portland 4-1,Ballot Style 4,"Washburn, Patricia J.","Emerson, Anthony M.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
4849,Portland 4-1,Ballot Style 4,"Bailey, William M.","DiMillo, Steven A.","Houseal, Ian P.",undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
4850,Portland 4-1,Ballot Style 4,"Rovelto, Hope R.",undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
4851,Portland 4-1,Ballot Style 4,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
4852,Portland 4-1,Ballot Style 4,"Chann, Marpheen S.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.",undervote,undervote,undervote,undervote,undervote,undervote
4853,Portland 4-1,Ballot Style 4,"Grant, Benjamin K.","Chann, Marpheen S.","Condrey, Lawson T.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.",undervote,undervote,undervote,undervote,undervote,undervote
4854,Portland 4-1,Ballot Style 4,"Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Buxton, Catherine A.","Condrey, Lawson T.","Emerson, Anthony M.","Grant, Benjamin K.",undervote,undervote,undervote,undervote
4855,Portland 4-1,Ballot Style 4,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.","Condrey, Lawson T.","Emerson, Anthony M.","Chann, Marpheen S.","Houseal, Ian P.","Washburn, Patricia J.","Rovelto, Hope R.","DiMillo, Steven A.","Bailey, William M."
4856,Portland 4-1,Ballot Style 4,"Buxton, Catherine A.","Chann, Marpheen S.",undervote,undervote,undervote,"Emerson, Anthony M.",undervote,undervote,"Grant, Benjamin K.",undervote,"DiMillo, Steven A."
4857,Portland 4-1,Ballot Style 4,"Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Houseal, Ian P.","DiMillo, Steven A.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
4858,Portland 4-1,Ballot Style 4,"Chann, Marpheen S.","Condrey, Lawson T.","Grant, Benjamin K.",undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
4859,Portland 4-1,Ballot Style 4,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Chann, Marpheen S.","Emerson, Anthony M.","Washburn, Patricia J.","Condrey, Lawson T.","Grant, Benjamin K.","Houseal, Ian P.","Rovelto, Hope R.","Bailey, William M.","DiMillo, Steven A."
4860,Portland 4-1,Ballot Style 4,"Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.","Chann, Marpheen S.","Buxton, Catherine A.","Washburn, Patricia J.","Houseal, Ian P.","Condrey, Lawson T.",undervote,undervote,undervote,undervote
4861,Portland 4-1,Ballot Style 4,"Emerson, Anthony M.","Buxton, Catherine A.","Grant, Benjamin K.","Chann, Marpheen S.","Washburn, Patricia J.","Condrey, Lawson T.",undervote,undervote,undervote,undervote,undervote
4862,Portland 4-1,Ballot Style 4,"Chann, Marpheen S.","Grant, Benjamin K.","Emerson, Anthony M.","Condrey, Lawson T.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Bailey, William M.","Houseal, Ian P.","DiMillo, Steven A.",undervote
4863,Portland 4-1,Ballot Style 4,"Grant, Benjamin K.","Buxton, Catherine A.","Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.",undervote,undervote,undervote,undervote,undervote,undervote
4864,Portland 4-1,Ballot Style 4,"Chann, Marpheen S.","DiMillo, Steven A.","Grant, Benjamin K.","Buxton, Catherine A.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
4865,Portland 4-1,Ballot Style 4,"Chann, Marpheen S.","DiMillo, Steven A.","Bailey, William M.","Houseal, Ian P.","Condrey, Lawson T.","Grant, Benjamin K.",undervote,undervote,undervote,undervote,undervote
4866,Portland 4-1,Ballot Style 4,"Grant, Benjamin K.","Houseal, Ian P.","Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Bailey, William M.","DiMillo, Steven A.","Buxton, Catherine A.","Washburn, Patricia J.","Rovelto, Hope R.","Condrey, Lawson T.",undervote
4867,Portland 4-1,Ballot Style 4,undervote,"DiMillo, Steven A.","Bailey, William M.","Emerson, Anthony M.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
4868,Portland 4-1,Ballot Style 4,"DiMillo, Steven A.","Buxton, Catherine A.","Condrey, Lawson T.","Bailey, William M.","Emerson, Anthony M.","Chann, Marpheen S.","Grant, Benjamin K.","Houseal, Ian P.","Rovelto, Hope R.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J."
4869,Portland 4-1,Ballot Style 4,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Emerson, Anthony M.","Rovelto, Hope R.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
4870,Portland 4-1,Ballot Style 4,"Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Condrey, Lawson T.","Washburn, Patricia J.","Buxton, Catherine A.","Emerson, Anthony M.","Grant, Benjamin K.",undervote,undervote,undervote,undervote
4871,Portland 4-1,Ballot Style 4,"Chann, Marpheen S.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
4872,Portland 4-1,Ballot Style 4,"Buxton, Catherine A.","Chann, Marpheen S.","Condrey, Lawson T.","Grant, Benjamin K.","Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Bailey, William M.",undervote,undervote,undervote,undervote
4873,Portland 4-1,Ballot Style 4,"Grant, Benjamin K.","Chann, Marpheen S.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Rovelto, Hope R.","Emerson, Anthony M.","Condrey, Lawson T.","Bailey, William M.","DiMillo, Steven A.","Houseal, Ian P."
4874,Portland 4-1,Ballot Style 4,"Grant, Benjamin K.","Chann, Marpheen S.","DiMillo, Steven A.","Buxton, Catherine A.","Houseal, Ian P.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Rovelto, Hope R.","Emerson, Anthony M.","Condrey, Lawson T.","Bailey, William M."
4875,Portland 4-1,Ballot Style 4,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Emerson, Anthony M.","Washburn, Patricia J.","Condrey, Lawson T.",undervote,undervote,undervote,undervote,undervote,undervote
4876,Portland 4-1,Ballot Style 4,"Grant, Benjamin K.","Chann, Marpheen S.","Houseal, Ian P.","DiMillo, Steven A.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
4877,Portland 4-1,Ballot Style 4,"Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.","Chann, Marpheen S.",undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
4878,Portland 4-1,Ballot Style 4,"DiMillo, Steven A.","Bailey, William M.","Houseal, Ian P.","Chann, Marpheen S.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
4879,Portland 4-1,Ballot Style 4,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Grant, Benjamin K.","Chann, Marpheen S.",undervote,undervote,undervote,undervote,undervote,undervote
4880,Portland 4-1,Ballot Style 4,"DiMillo, Steven A.","Bailey, William M.","Houseal, Ian P.","Grant, Benjamin K.","Condrey, Lawson T.","Chann, Marpheen S.",undervote,undervote,undervote,undervote,undervote
4881,Portland 4-1,Ballot Style 4,"Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.","DiMillo, Steven A.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
4882,Portland 4-1,Ballot Style 4,"Grant, Benjamin K.","Buxton, Catherine A.","Emerson, Anthony M.","Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.",undervote,undervote,undervote,undervote,undervote,undervote
4883,Portland 4-1,Ballot Style 4,"Chann, Marpheen S.","Washburn, Patricia J.","Grant, Benjamin K.","Condrey, Lawson T.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
4884,Portland 4-1,Ballot Style 4,"Sheikh-Yousef, Nasreen A.",undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
4885,Portland 4-1,Ballot Style 4,"DiMillo, Steven A.","Bailey, William M.","Chann, Marpheen S.","Houseal, Ian P.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
4886,Portland 4-1,Ballot Style 4,"Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.",undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
4887,Portland 4-1,Ballot Style 4,"Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Condrey, Lawson T.","Grant, Benjamin K.","Washburn, Patricia J.","Bailey, William M.","Emerson, Anthony M.","Houseal, Ian P.","Rovelto, Hope R.","DiMillo, Steven A."
4888,Portland 4-1,Ballot Style 4,"Buxton, Catherine A.","Condrey, Lawson T.","Emerson, Anthony M.","Grant, Benjamin K.","Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Houseal, Ian P.",undervote,undervote,undervote,undervote
4889,Portland 4-1,Ballot Style 4,"Chann, Marpheen S.","Grant, Benjamin K.","DiMillo, Steven A.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.",undervote,undervote,undervote,undervote,undervote,undervote
4890,Portland 4-1,Ballot Style 4,"Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Houseal, Ian P.","Buxton, Catherine A.","Grant, Benjamin K.","Condrey, Lawson T.","Bailey, William M.","Washburn, Patricia J.","Emerson, Anthony M.","DiMillo, Steven A.","Rovelto, Hope R."
4891,Portland 4-1,Ballot Style 4,"DiMillo, Steven A.","Chann, Marpheen S.",undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
4892,Portland 4-1,Ballot Style 4,"DiMillo, Steven A.",undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
4893,Portland 4-1,Ballot Style 4,"Buxton, Catherine A.","Washburn, Patricia J.","Emerson, Anthony M.","Sheikh-Yousef, Nasreen A.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
4894,Portland 4-1,Ballot Style 4,"Chann, Marpheen S.","Buxton, Catherine A.","Grant, Benjamin K.","Emerson, Anthony M.","Sheikh-Yousef, Nasreen A.",undervote,undervote,undervote,undervote,undervote,undervote
4895,Portland 4-1,Ballot Style 4,"DiMillo, Steven A.","Houseal, Ian P.","Chann, Marpheen S.","Bailey, William M.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
4896,Portland 4-1,Ballot Style 4,"Chann, Marpheen S.","Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Bailey, William M.","Condrey, Lawson T.","Emerson, Anthony M.","Grant, Benjamin K.",undervote,undervote,undervote
4897,Portland 4-1,Ballot Style 4,"DiMillo, Steven A.","Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Buxton, Catherine A.","Rovelto, Hope R.","Washburn, Patricia J.","Bailey, William M.","Grant, Benjamin K.","Houseal, Ian P.","Condrey, Lawson T.","Emerson, Anthony M."
4898,Portland 4-1,Ballot Style 4,"Chann, Marpheen S.",undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
4899,Portland 4-1,Ballot Style 4,"Grant, Benjamin K.","Houseal, Ian P.","Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Washburn, Patricia J.","Buxton, Catherine A.","Condrey, Lawson T.","DiMillo, Steven A.",undervote,undervote,undervote
4900,Portland 4-1,Ballot Style 4,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.","Bailey, William M.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
4901,Portland 4-1,Ballot Style 4,"Chann, Marpheen S.","Buxton, Catherine A.","Condrey, Lawson T.","Rovelto, Hope R.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Grant, Benjamin K.","Emerson, Anthony M.","Houseal, Ian P.",undervote,undervote
4902,Portland 4-1,Ballot Style 4,"DiMillo, Steven A.","Houseal, Ian P.","Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Bailey, William M.","Grant, Benjamin K.",undervote,undervote,undervote,undervote,undervote
4903,Portland 4-1,Ballot Style 4,"Grant, Benjamin K.",undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
4904,Portland 4-1,Ballot Style 4,"DiMillo, Steven A.","Houseal, Ian P.","Bailey, William M.","Emerson, Anthony M.","Condrey, Lawson T.","Washburn, Patricia J.","Buxton, Catherine A.","Rovelto, Hope R.","Grant, Benjamin K.","Chann, Marpheen S.","Sheikh-Yousef, Nasreen A."
